osm_id,osm_type,name,highway,place,mean_dynamic_risk,max_dynamic_risk,high_or_worse_fraction,risk_category,priority
356049839,way,,unclassified,,0.01759711267160518,0.04517264664173126,0.0,LOW,LOW
356049840,way,,unclassified,,0.015622900599347693,0.026434820145368576,0.0,LOW,LOW
356049841,way,,unclassified,,0.013164795469492674,0.02587232179939747,0.0,LOW,LOW
356049842,way,,unclassified,,0.028982443069773062,0.058691393584012985,0.0,LOW,LOW
356051315,way,,unclassified,,0.014910632544862372,0.04273603856563568,0.0,LOW,LOW
356051316,way,,unclassified,,0.008997321128845215,0.008997321128845215,0.0,LOW,LOW
356051317,way,,unclassified,,0.011160841211676598,0.025266963988542557,0.0,LOW,LOW
356051318,way,,unclassified,,0.029108870109277114,0.07499732077121735,0.0,LOW,LOW
356051320,way,,unclassified,,0.05448731194649424,0.05597621574997902,0.0,LOW,LOW
356051321,way,,unclassified,,0.021469387225806713,0.04224107041954994,0.0,LOW,LOW
356051322,way,,unclassified,,0.007191963992746813,0.026300892233848572,0.0,LOW,LOW
356052256,way,,unclassified,,0.01622560833181654,0.03609141707420349,0.0,LOW,LOW
356052257,way,,unclassified,,0.015021287170904023,0.017161687836050987,0.0,LOW,LOW
356052258,way,,unclassified,,0.038695853070489,0.05212695151567459,0.0,LOW,LOW
356052259,way,,unclassified,,0.03249537758529186,0.047906454652547836,0.0,LOW,LOW
356052260,way,,unclassified,,0.02043820930910962,0.04573197290301323,0.0,LOW,LOW
356052262,way,,unclassified,,0.024270142295530865,0.05976114049553871,0.0,LOW,LOW
356053369,way,,unclassified,,0.026246031746268272,0.03744955360889435,0.0,LOW,LOW
356053370,way,,unclassified,,0.02608277914779527,0.03335726261138916,0.0,LOW,LOW
356053371,way,,unclassified,,0.007357163296546787,0.028827231377363205,0.0,LOW,LOW
356053372,way,,unclassified,,0.0363522432744503,0.03784231096506119,0.0,LOW,LOW
356053375,way,,unclassified,,0.012031369011050888,0.027432389557361603,0.0,LOW,LOW
356053376,way,,unclassified,,0.022036823577114513,0.03213740885257721,0.0,LOW,LOW
356053966,way,,unclassified,,0.04214530458141651,0.05954603850841522,0.0,LOW,LOW
356053967,way,,unclassified,,0.019189488275774887,0.04280354082584381,0.0,LOW,LOW
356053968,way,,unclassified,,0.021638965234160423,0.044715940952301025,0.0,LOW,LOW
356053969,way,,unclassified,,0.02225768180297954,0.07726259529590607,0.0,LOW,LOW
356053971,way,,unclassified,,0.06797454639204911,0.10313644260168076,0.0,LOW,LOW
356053972,way,,unclassified,,0.026496949472597668,0.06190389394760132,0.0,LOW,LOW
356054261,way,,unclassified,,0.00519510215547468,0.00969341304153204,0.0,LOW,LOW
356064287,way,,unclassified,,0.03627276214371834,0.17682600021362305,0.0,LOW,LOW
356064288,way,,unclassified,,0.006803259719163179,0.011050079017877579,0.0,LOW,LOW
356064741,way,Dakhinpana Road,unclassified,,0.017832020863092372,0.04083828255534172,0.0,LOW,LOW
356065202,way,,unclassified,,0.009730224331308688,0.018096230924129486,0.0,LOW,LOW
356065203,way,,unclassified,,0.023293113934674432,0.04423949122428894,0.0,LOW,LOW
356065332,way,,unclassified,,0.035024802233757715,0.0606137178838253,0.0,LOW,LOW
356065333,way,,unclassified,,0.02719133733106511,0.058526214212179184,0.0,LOW,LOW
356065529,way,,unclassified,,0.029165274064455713,0.0376257449388504,0.0,LOW,LOW
356065530,way,,unclassified,,0.026411658818168298,0.048265181481838226,0.0,LOW,LOW
356065531,way,,unclassified,,0.021834452453601574,0.04107320308685303,0.0,LOW,LOW
356151557,way,,unclassified,,0.005616709323866027,0.019589286297559738,0.0,LOW,LOW
356305724,way,,unclassified,,0.027825475204735994,0.048436932265758514,0.0,LOW,LOW
356306455,way,,unclassified,,0.017452214387178953,0.05485478788614273,0.0,LOW,LOW
356331609,way,,unclassified,,0.012671729549765587,0.062465500086545944,0.0,LOW,LOW
356341691,way,,unclassified,,0.022849605709780008,0.042981669306755066,0.0,LOW,LOW
356418290,way,,unclassified,,0.01223781458767397,0.03159625083208084,0.0,LOW,LOW
356418293,way,,unclassified,,0.01723439193197659,0.07042751461267471,0.0,LOW,LOW
356425408,way,,unclassified,,0.025809439805535867,0.0561605766415596,0.0,LOW,LOW
356438684,way,,unclassified,,0.028286594498370374,0.04159139469265938,0.0,LOW,LOW
356474498,way,,unclassified,,0.028463229254287268,0.06852442771196365,0.0,LOW,LOW
356577165,way,,unclassified,,0.003377145098056644,0.01259983703494072,0.0,LOW,LOW
356577166,way,,unclassified,,0.028473300859332085,0.03860890120267868,0.0,LOW,LOW
356577168,way,,unclassified,,0.026240762871956185,0.07865875214338303,0.0,LOW,LOW
356577171,way,,unclassified,,0.02121336726538305,0.052059050649404526,0.0,LOW,LOW
356577326,way,,unclassified,,0.007560267811641097,0.01669866032898426,0.0,LOW,LOW
356701063,way,,unclassified,,0.013789030290873987,0.03886071592569351,0.0,LOW,LOW
358485835,way,,trunk,,0.013083957717753947,0.03307880833745003,0.0,LOW,LOW
358486466,way,,trunk,,0.0401399797493858,0.07352843135595322,0.0,LOW,LOW
358487421,way,,trunk,,0.012942446462277855,0.03643278032541275,0.0,LOW,LOW
358487568,way,,secondary,,0.003108834939277066,0.008736309595406055,0.0,LOW,LOW
359682810,way,,unclassified,,0.024647612357512116,0.05258921906352043,0.0,LOW,LOW
359683811,way,,unclassified,,0.0189696492494217,0.05258921906352043,0.0,LOW,LOW
359844212,way,,tertiary,,0.011817347000552607,0.014540119096636772,0.0,LOW,LOW
359845997,way,,unclassified,,0.0228453931797828,0.0556492954492569,0.0,LOW,LOW
359846495,way,,unclassified,,0.047215955065829415,0.06474880129098892,0.0,LOW,LOW
359908530,way,,unclassified,,0.019458909652062824,0.030954666435718536,0.0,LOW,LOW
360549474,way,,unclassified,,0.014957999619322695,0.047759633511304855,0.0,LOW,LOW
360649787,way,,tertiary,,0.020399976056069136,0.04831315949559212,0.0,LOW,LOW
360649801,way,,tertiary,,0.010589184106460639,0.016378214582800865,0.0,LOW,LOW
360649803,way,,tertiary,,0.031224647802965983,0.06210470199584961,0.0,LOW,LOW
360650270,way,,unclassified,,0.009239022503606975,0.05300780013203621,0.0,LOW,LOW
360653803,way,,secondary,,0.06698640382715634,0.21411964297294617,0.0,MODERATE,LOW
361839080,way,,unclassified,,0.008003401632387457,0.02902306616306305,0.0,LOW,LOW
361839296,way,,unclassified,,0.00424255954567343,0.011362351477146149,0.0,LOW,LOW
362844965,way,,trunk,,0.3284342459269932,0.3942778706550598,0.0,ELEVATED,MODERATE
362845469,way,MG road,primary,,0.2571462499243872,0.35694849491119385,0.0,ELEVATED,MODERATE
363347087,way,,unclassified,,0.021533382856952294,0.05511103942990303,0.0,LOW,LOW
363595957,way,,primary,,,,0.0,NO DATA,NO DATA
363595958,way,,primary,,,,0.0,NO DATA,NO DATA
363595960,way,,primary,,,,0.0,NO DATA,NO DATA
363595962,way,,secondary,,,,0.0,NO DATA,NO DATA
363595963,way,,tertiary,,,,0.0,NO DATA,NO DATA
363952743,way,Noluwapara Road,unclassified,,0.010751530128930296,0.016795534640550613,0.0,LOW,LOW
363952748,way,Atrakhali,secondary,,0.08306431663887841,0.12376906722784042,0.0,LOW,LOW
363954449,way,,unclassified,,0.042915853671729565,0.08947493135929108,0.0,LOW,LOW
363954450,way,,unclassified,,0.007214056261415992,0.01991392858326435,0.0,LOW,LOW
366110133,way,,tertiary,,0.2909912956612451,0.4441991150379181,0.0,ELEVATED,MODERATE
366112828,way,,secondary,,0.11130792115415845,0.13065433502197266,0.0,LOW,LOW
366118332,way,,secondary,,0.3252874288175787,0.44151633977890015,0.0,ELEVATED,MODERATE
366118333,way,,unclassified,,0.3944413300071444,0.5004504919052124,0.14285714285714285,HIGH,HIGH
366118537,way,,unclassified,,0.0821738743356296,0.23000232875347137,0.0,MODERATE,LOW
366123422,way,,primary,,0.16448823096496717,0.31822317838668823,0.0,MODERATE,LOW
366125860,way,,primary,,0.2426246777176857,0.42548373341560364,0.0,ELEVATED,MODERATE
366127973,way,,primary,,0.09022615573901151,0.3806958496570587,0.0,ELEVATED,MODERATE
366128152,way,,primary,,0.08709655821855579,0.2651368975639343,0.0,MODERATE,LOW
366128616,way,,tertiary,,0.03875602319437478,0.10547143965959549,0.0,LOW,LOW
366130590,way,Lubha Bridge,trunk,,0.3167264610528946,0.38039854168891907,0.0,ELEVATED,MODERATE
366130591,way,,trunk,,0.29964747705629896,0.4090255796909332,0.0,ELEVATED,MODERATE
366175698,way,Upojala Road,tertiary,,0.011160075731043304,0.020598212257027626,0.0,LOW,LOW
366175699,way,,tertiary,,0.02090216800570488,0.05805089324712753,0.0,LOW,LOW
366179139,way,,unclassified,,0.01669940838889618,0.037650324404239655,0.0,LOW,LOW
366179141,way,,unclassified,,0.02487392078286835,0.05552532151341438,0.0,LOW,LOW
366179143,way,,unclassified,,0.025069921277463436,0.052889611572027206,0.0,LOW,LOW
366186643,way,,unclassified,,0.03167645540088415,0.07028044760227203,0.0,LOW,LOW
366189061,way,Teri Bazar,tertiary,,0.021963673094952747,0.08249001204967499,0.0,LOW,LOW
366189270,way,Upozila Road,tertiary,,0.011258928504373347,0.019773215055465698,0.0,LOW,LOW
366191453,way,Ferry Point Road,unclassified,,0.07311606407165527,0.10525265336036682,0.0,LOW,LOW
366191456,way,,unclassified,,0.0680433064699173,0.0953470841050148,0.0,LOW,LOW
366192791,way,College Name Road,secondary,,0.011091071114476238,0.024866070598363876,0.0,LOW,LOW
366193364,way,নাজিরপুর সড়ক,tertiary,,0.008504460732053434,0.025863295421004295,0.0,LOW,LOW
366194608,way,,tertiary,,0.03289998681949718,0.044164612889289856,0.0,LOW,LOW
366194667,way,,unclassified,,0.014246961301458734,0.025253569707274437,0.0,LOW,LOW
366200054,way,,unclassified,,0.03458970000169107,0.059502195566892624,0.0,LOW,LOW
366315398,way,Tekerghat Road,tertiary,,0.04571612769671317,0.06851404160261154,0.0,LOW,LOW
366315934,way,,unclassified,,0.16633447578975133,0.3383421301841736,0.0,MODERATE,LOW
366319350,way,,tertiary,,0.011509673129434564,0.037505075335502625,0.0,LOW,LOW
366319351,way,,tertiary,,0.059332893995035975,0.18625716865062714,0.0,LOW,LOW
366320390,way,,tertiary,,0.019730510946828872,0.030629286542534828,0.0,LOW,LOW
366329831,way,,tertiary,,0.009856428851240448,0.03427642956376076,0.0,LOW,LOW
366330603,way,,unclassified,,0.016388859333736554,0.03608928620815277,0.0,LOW,LOW
366333584,way,,unclassified,,0.009023916026178216,0.04944419860839844,0.0,LOW,LOW
366489517,way,,tertiary,,0.02431491925381124,0.04832912236452103,0.0,LOW,LOW
366493955,way,,unclassified,,0.05189672242184835,0.30318111181259155,0.0,MODERATE,LOW
366494152,way,,secondary,,0.022180895986301557,0.07551473379135132,0.0,LOW,LOW
366496479,way,,unclassified,,0.2992077171802521,0.5642231106758118,0.2857142857142857,HIGH,HIGH
366505462,way,,secondary,,0.0027664946724793743,0.0053632305935025215,0.0,LOW,LOW
366505465,way,,secondary,,0.00875917965147112,0.01822037249803543,0.0,LOW,LOW
366506573,way,Tura Road,secondary,,0.014163584381874119,0.03542261943221092,0.0,LOW,LOW
366510459,way,,unclassified,,0.0036934695672243834,0.006923571694642305,0.0,LOW,LOW
366510460,way,,unclassified,,0.00684734748210758,0.020317144691944122,0.0,LOW,LOW
366511323,way,,unclassified,,0.006591531048927989,0.010073572397232056,0.0,LOW,LOW
366511324,way,,tertiary,,0.015960408773805414,0.03566785901784897,0.0,LOW,LOW
366628659,way,India-Bangladesh Border Road,tertiary,,0.028680584659533843,0.05310823395848274,0.0,LOW,LOW
366628660,way,,tertiary,,0.2227609891976629,0.38854992389678955,0.0,ELEVATED,MODERATE
366629670,way,,unclassified,,0.2306628517606961,0.4164152145385742,0.0,ELEVATED,MODERATE
366633239,way,,unclassified,,0.0889951843502266,0.2969679534435272,0.0,MODERATE,LOW
366664507,way,pucca road chhoto madar tila,tertiary,,0.015133996228022235,0.03349614515900612,0.0,LOW,LOW
366677786,way,,tertiary,,,,0.0,NO DATA,NO DATA
366677787,way,,tertiary,,,,0.0,NO DATA,NO DATA
366677788,way,,tertiary,,,,0.0,NO DATA,NO DATA
366677789,way,,tertiary,,,,0.0,NO DATA,NO DATA
366677790,way,,tertiary,,,,0.0,NO DATA,NO DATA
366678851,way,,tertiary,,,,0.0,NO DATA,NO DATA
366815436,way,,unclassified,,0.013234819817755903,0.02596726268529892,0.0,LOW,LOW
366823541,way,,unclassified,,0.004673044413461217,0.010243304073810577,0.0,LOW,LOW
366824608,way,,unclassified,,0.005676977003791502,0.011993303894996643,0.0,LOW,LOW
366824609,way,,unclassified,,0.0075859907914751345,0.018936756998300552,0.0,LOW,LOW
366827767,way,,unclassified,,,,0.0,NO DATA,NO DATA
367206268,way,,tertiary,,,,0.0,NO DATA,NO DATA
367465026,way,,secondary,,0.09553096336977822,0.14562343060970306,0.0,LOW,LOW
367465027,way,,secondary,,0.19257739505597524,0.3424817621707916,0.0,MODERATE,LOW
384532046,way,,trunk,,0.2833101068224226,0.4507770836353302,0.0,ELEVATED,MODERATE
384532047,way,,trunk,,0.12840930638568743,0.38774949312210083,0.0,ELEVATED,MODERATE
384532050,way,,trunk,,0.14974074491432735,0.17632797360420227,0.0,LOW,LOW
384532051,way,,trunk,,0.10869100583451134,0.18348954617977142,0.0,LOW,LOW
384532052,way,a3,trunk,,0.15636509177940233,0.38774949312210083,0.0,ELEVATED,MODERATE
384532053,way,de a2 panenkoek,trunk,,0.32436117636305944,0.6511330604553223,0.2857142857142857,VERY HIGH,VERY HIGH
384532054,way,,trunk,,0.36190876364707947,0.4507770836353302,0.0,ELEVATED,MODERATE
384532055,way,,trunk,,0.1044526631012559,0.15620914101600647,0.0,LOW,LOW
384532059,way,,trunk,,0.403065025806427,0.567790150642395,0.2857142857142857,HIGH,HIGH
384545268,way,,trunk,,0.11653438955545425,0.11653438955545425,0.0,LOW,LOW
384545269,way,,trunk,,0.1282899965132986,0.27150920033454895,0.0,MODERATE,LOW
384864723,way,,trunk,,,,0.0,NO DATA,NO DATA
386390122,way,,trunk,,0.008227619342505932,0.013276191428303719,0.0,LOW,LOW
386390123,way,,trunk,,0.008981645246967674,0.013276191428303719,0.0,LOW,LOW
386390124,way,,trunk,,0.06932313898578286,0.32266807556152344,0.0,MODERATE,LOW
386390125,way,,trunk,,0.026441868348047137,0.08349678665399551,0.0,LOW,LOW
386390126,way,,trunk,,0.027041450209383453,0.05289981886744499,0.0,LOW,LOW
386390127,way,,trunk,,0.02864340426666396,0.03999047726392746,0.0,LOW,LOW
386390129,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390130,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390131,way,Khanapara Flyover,trunk,,,,0.0,NO DATA,NO DATA
386390132,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390133,way,,trunk,,,,0.0,NO DATA,NO DATA
386390134,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390135,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390136,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390138,way,Khanapara Flyover,trunk,,,,0.0,NO DATA,NO DATA
386390139,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390140,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390141,way,Khanapara Flyover,trunk,,,,0.0,NO DATA,NO DATA
386390142,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
386390143,way,,trunk,,,,0.0,NO DATA,NO DATA
386465732,way,,trunk,,0.019516308924981525,0.027954870834946632,0.0,LOW,LOW
386465734,way,,trunk,,0.1845434390540634,0.3482018709182739,0.0,MODERATE,LOW
386465744,way,,trunk,,0.3628055453300476,0.7534197568893433,0.5714285714285714,VERY HIGH,VERY HIGH
386465749,way,,trunk,,0.5895388828856605,0.8216223120689392,0.7142857142857143,EXTREME,CRITICAL
386751293,way,,trunk,,0.5610455444880894,0.5635491013526917,1.0,HIGH,HIGH
386751294,way,,trunk,,0.4124847331217357,0.5635491013526917,0.42857142857142855,HIGH,HIGH
386753630,way,,secondary,,0.4869649963719504,0.6263539791107178,0.42857142857142855,HIGH,HIGH
386755851,way,,secondary,,0.2849706230419023,0.5140774846076965,0.2857142857142857,HIGH,HIGH
386755852,way,,secondary,,0.26585775720221655,0.540509819984436,0.14285714285714285,HIGH,HIGH
386756350,way,Shillong Bypass,trunk,,0.36062330646174295,0.5160980820655823,0.5714285714285714,HIGH,HIGH
386756351,way,Shillong Bypass,trunk,,0.5519823091370719,0.7485443949699402,0.7142857142857143,VERY HIGH,VERY HIGH
386994368,way,,trunk,,0.42377510241099764,0.5636008381843567,0.2857142857142857,HIGH,HIGH
386994369,way,,trunk,,0.30343585142067503,0.5636008381843567,0.14285714285714285,HIGH,HIGH
386994371,way,,primary,,,,0.0,NO DATA,NO DATA
387479829,way,,trunk,,,,0.0,NO DATA,NO DATA
387678981,way,,trunk,,,,0.0,NO DATA,NO DATA
390157789,way,,trunk,,,,0.0,NO DATA,NO DATA
390157790,way,,trunk,,,,0.0,NO DATA,NO DATA
390157791,way,,unclassified,,,,0.0,NO DATA,NO DATA
390157792,way,,unclassified,,,,0.0,NO DATA,NO DATA
390157793,way,,primary,,,,0.0,NO DATA,NO DATA
390157794,way,,unclassified,,,,0.0,NO DATA,NO DATA
390157795,way,,primary,,,,0.0,NO DATA,NO DATA
390157796,way,,unclassified,,,,0.0,NO DATA,NO DATA
390157797,way,,primary,,,,0.0,NO DATA,NO DATA
390157798,way,,unclassified,,,,0.0,NO DATA,NO DATA
390157799,way,,primary,,,,0.0,NO DATA,NO DATA
390157800,way,,primary,,,,0.0,NO DATA,NO DATA
390157802,way,,unclassified,,,,0.0,NO DATA,NO DATA
391691375,way,Ambari  Makri Road,primary,,,,0.0,NO DATA,NO DATA
393192689,way,Nalitabari-Sherpur Road,tertiary,,0.021258589013346603,0.029399046674370766,0.0,LOW,LOW
393192690,way,Nalitabari-Sherpur Road,secondary,,0.011608256226671594,0.02881006710231304,0.0,LOW,LOW
393192691,way,Nalitabari-Sherpur Road,tertiary,,0.018459301508430923,0.04221777990460396,0.0,LOW,LOW
393192692,way,Nalitabari-Sherpur Road,tertiary,,0.014661368780902453,0.019734464585781097,0.0,LOW,LOW
393192693,way,Nalitabari-Sherpur Road,tertiary,,0.008586146186904184,0.026596376672387123,0.0,LOW,LOW
393192694,way,Nalitabari-Sherpur Road,tertiary,,0.018329155165702105,0.03857778012752533,0.0,LOW,LOW
393192695,way,Sherpur - Jhinaigati Road,primary,,0.03417925962380001,0.046733468770980835,0.0,LOW,LOW
393192696,way,টেংরাখালি-বড়মারি রোড,secondary,,0.02228263539395162,0.03629785776138306,0.0,LOW,LOW
393192697,way,Jhulgaon-Tengrakhali Road,primary,,0.030015529665563787,0.04825842007994652,0.0,LOW,LOW
393192698,way,Sherpur - Jhinaigati Road,primary,,0.013052588761118906,0.02556915581226349,0.0,LOW,LOW
393192699,way,Jhulgaon-Tengrakhali Road,primary,,0.01637397240847349,0.034897640347480774,0.0,LOW,LOW
393192700,way,টেংরাখালি-বড়মারি রোড,secondary,,0.01043286147926535,0.03629785776138306,0.0,LOW,LOW
393192702,way,,secondary,,0.04964370465105666,0.18621481955051422,0.0,LOW,LOW
393192708,way,,secondary,,0.10326953179069928,0.18621481955051422,0.0,LOW,LOW
393285148,way,,tertiary,,0.03157535893842578,0.04558928683400154,0.0,LOW,LOW
394649864,way,,trunk,,,,0.0,NO DATA,NO DATA
394661806,way,,trunk,,,,0.0,NO DATA,NO DATA
394661807,way,সোনাহাট সেতু,trunk,,,,0.0,NO DATA,NO DATA
394662572,way,Bhurungamari-Kachatakata Road,secondary,,,,0.0,NO DATA,NO DATA
395997747,way,,trunk,,0.40018726672445026,0.5287871956825256,0.14285714285714285,HIGH,HIGH
395997750,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
395997751,way,NH37,trunk,,,,0.0,NO DATA,NO DATA
399415192,way,,trunk,,0.3160770003284727,0.3287716507911682,0.0,MODERATE,LOW
399415193,way,,trunk,,0.4017697828156607,0.8594027161598206,0.14285714285714285,EXTREME,CRITICAL
399415194,way,Shillong-Mawphlang-Mawsynram road,primary,,0.21205669002873556,0.22959266602993011,0.0,MODERATE,LOW
399415195,way,Shillong-Mawphlang-Mawsynram road,primary,,0.35971614718437195,0.5042644739151001,0.14285714285714285,HIGH,HIGH
399415198,way,,unclassified,,0.6672707370349339,0.7549208998680115,1.0,VERY HIGH,HIGH
399415199,way,,tertiary,,0.35979204518454416,0.7323726415634155,0.14285714285714285,VERY HIGH,HIGH
399415200,way,,tertiary,,0.22984429129532405,0.38579246401786804,0.0,ELEVATED,MODERATE
399415201,way,,unclassified,,0.45069360945905956,0.8049939274787903,0.2857142857142857,EXTREME,HIGH
399415202,way,,tertiary,,0.6099985795361655,0.9134692549705505,0.5714285714285714,EXTREME,HIGH
399415203,way,,unclassified,,0.29572861322334837,0.4834749698638916,0.0,ELEVATED,MODERATE
399415205,way,,secondary,,0.2867377208811896,0.49755874276161194,0.0,ELEVATED,MODERATE
399415206,way,,primary,,0.22817202976771764,0.38180428743362427,0.0,ELEVATED,MODERATE
399415207,way,,secondary,,0.27851985714265276,0.5046746730804443,0.14285714285714285,HIGH,HIGH
399415208,way,,tertiary,,0.40171119038547787,0.7732693552970886,0.2857142857142857,VERY HIGH,HIGH
399415209,way,,unclassified,,0.22373562838350022,0.26326122879981995,0.0,MODERATE,LOW
399415210,way,,secondary,,0.5314099533217294,0.7792746424674988,0.7142857142857143,VERY HIGH,VERY HIGH
399415211,way,,tertiary,,0.11596869294797736,0.31931301951408386,0.0,MODERATE,LOW
399415212,way,,tertiary,,0.45125185591833933,0.6717116832733154,0.2857142857142857,VERY HIGH,HIGH
399415214,way,,tertiary,,0.3622059928519385,0.6153993606567383,0.2857142857142857,HIGH,HIGH
399415215,way,Shillong-Mawphlang-Mawsynram road,primary,,0.21329540493232862,0.4814136028289795,0.0,ELEVATED,MODERATE
399415219,way,,secondary,,0.5426693601267678,0.7242777943611145,0.5714285714285714,VERY HIGH,VERY HIGH
399415220,way,,tertiary,,0.5214827912194389,0.7164999842643738,0.42857142857142855,VERY HIGH,HIGH
399415221,way,,unclassified,,0.01620994958960052,0.03083520196378231,0.0,LOW,LOW
399415222,way,,secondary,,0.21387208359582083,0.2800835371017456,0.0,MODERATE,LOW
399415223,way,,unclassified,,0.37176160727228436,0.4885208010673523,0.0,ELEVATED,MODERATE
399415224,way,,unclassified,,0.3213324674538204,0.39478006958961487,0.0,ELEVATED,MODERATE
399415226,way,,tertiary,,0.512552797794342,0.7429060339927673,0.5714285714285714,VERY HIGH,HIGH
399415227,way,,tertiary,,0.05925507949931281,0.2178993970155716,0.0,MODERATE,LOW
399415228,way,,tertiary,,0.10229727785502161,0.30644479393959045,0.0,MODERATE,LOW
399415229,way,,tertiary,,0.3938728081328528,0.5464584231376648,0.14285714285714285,HIGH,HIGH
399415230,way,,tertiary,,0.21737693529576063,0.41113823652267456,0.0,ELEVATED,MODERATE
399415231,way,,tertiary,,0.060760886275342534,0.2794145345687866,0.0,MODERATE,LOW
399415233,way,,secondary,,0.48275886263166157,0.6822986006736755,0.5714285714285714,VERY HIGH,VERY HIGH
399415235,way,,secondary,,0.4284440108707973,0.46284958720207214,0.0,ELEVATED,MODERATE
399415236,way,,unclassified,,0.02655932174197265,0.02744131349027157,0.0,LOW,LOW
399415237,way,,unclassified,,0.29726213003907886,0.45221373438835144,0.0,ELEVATED,MODERATE
399415238,way,,tertiary,,0.2504015266895294,0.2504015266895294,0.0,MODERATE,LOW
399415239,way,,unclassified,,0.2696420763220106,0.4155612885951996,0.0,ELEVATED,MODERATE
399415240,way,,secondary,,0.3926364353724888,0.5890520215034485,0.14285714285714285,HIGH,HIGH
399415241,way,,secondary,,0.357042384999139,0.41798678040504456,0.0,ELEVATED,MODERATE
399415242,way,,tertiary,,0.06772967827107225,0.1706492006778717,0.0,LOW,LOW
399415243,way,,secondary,,0.3696082149233137,0.5352932810783386,0.42857142857142855,HIGH,HIGH
399415244,way,,secondary,,0.19784224246229445,0.20572029054164886,0.0,MODERATE,LOW
399415245,way,,unclassified,,0.21645203019891465,0.21878120303153992,0.0,MODERATE,LOW
399415246,way,,tertiary,,0.3243085380111422,0.5114457011222839,0.2857142857142857,HIGH,HIGH
399415247,way,,primary,,0.1421392070395606,0.15781240165233612,0.0,LOW,LOW
399415248,way,,unclassified,,0.26694220304489136,0.26694220304489136,0.0,MODERATE,LOW
399415249,way,,secondary,,0.29589077830314636,0.5453641414642334,0.14285714285714285,HIGH,HIGH
399415250,way,Shillong-Mawphlang-Mawsynram road,primary,,0.5352106434958321,0.54994797706604,1.0,HIGH,HIGH
399415251,way,,tertiary,,0.22846421812261855,0.2504015266895294,0.0,MODERATE,LOW
399415252,way,,tertiary,,0.15687874385288783,0.3101651072502136,0.0,MODERATE,LOW
399415253,way,,secondary,,0.2899057311671121,0.30561932921409607,0.0,MODERATE,LOW
399415254,way,,tertiary,,0.025007986463606358,0.02944069355726242,0.0,LOW,LOW
399415255,way,,secondary,,0.4587146852697645,0.5215992331504822,0.7142857142857143,HIGH,HIGH
399415256,way,,tertiary,,0.1140500224594559,0.27499324083328247,0.0,MODERATE,LOW
399415257,way,,unclassified,,0.11970081020678792,0.21586933732032776,0.0,MODERATE,LOW
399415260,way,,secondary,,0.43934460410049986,0.7345111966133118,0.42857142857142855,VERY HIGH,VERY HIGH
399415261,way,,unclassified,,0.43432244658470154,0.6315873861312866,0.2857142857142857,HIGH,HIGH
399415262,way,,secondary,,0.49509909749031067,0.553914487361908,0.7142857142857143,HIGH,HIGH
399415263,way,,unclassified,,0.45229529057230267,0.5387723445892334,0.2857142857142857,HIGH,HIGH
399415264,way,,tertiary,,0.3687417885022504,0.5531280636787415,0.2857142857142857,HIGH,HIGH
399415270,way,,tertiary,,0.01219690463040024,0.03499767556786537,0.0,LOW,LOW
399415271,way,,tertiary,,0.17844070121645927,0.33439379930496216,0.0,MODERATE,LOW
399415272,way,,primary,,0.3009446295244353,0.6145491600036621,0.14285714285714285,HIGH,HIGH
399415273,way,,secondary,,0.43432540127209257,0.6207560300827026,0.5714285714285714,HIGH,HIGH
399415274,way,Shillong-Mawphlang-Mawsynram road,primary,,0.35753822326660156,0.5336538553237915,0.2857142857142857,HIGH,HIGH
399415275,way,,unclassified,,0.5565649271011353,0.7975099086761475,0.7142857142857143,VERY HIGH,HIGH
399415276,way,,unclassified,,0.07727298952106919,0.33933478593826294,0.0,MODERATE,LOW
399415277,way,,secondary,,0.48002404400280546,0.7105420827865601,0.42857142857142855,VERY HIGH,VERY HIGH
399415278,way,,unclassified,,0.21465231478214264,0.26326122879981995,0.0,MODERATE,LOW
399415279,way,,unclassified,,0.5824118639741626,0.8811088800430298,0.5714285714285714,EXTREME,HIGH
399415280,way,,tertiary,,0.465442419052124,0.6184396743774414,0.42857142857142855,HIGH,HIGH
399415282,way,,tertiary,,0.1534776251230921,0.22041240334510803,0.0,MODERATE,LOW
399415283,way,,unclassified,,0.19946245849132538,0.213346466422081,0.0,MODERATE,LOW
399415284,way,,tertiary,,0.02794919056551797,0.045096445828676224,0.0,LOW,LOW
399415285,way,,secondary,,0.6367859542369843,0.7422182559967041,0.8571428571428571,VERY HIGH,VERY HIGH
399415286,way,,primary,,0.2311939980302538,0.5067302584648132,0.14285714285714285,HIGH,HIGH
399415287,way,,tertiary,,0.45643762605530874,0.5074201226234436,0.5714285714285714,HIGH,HIGH
399415288,way,,secondary,,0.6176729479006359,0.9486368894577026,0.7142857142857143,EXTREME,CRITICAL
399415293,way,,secondary,,0.3477343959467752,0.5352932810783386,0.14285714285714285,HIGH,HIGH
