elevation,slope,aspect,curvature,landcover_class,latitude,longitude,district,initiation_year,triggering,label
914.9439697265625,14.006681442260742,149.13706970214844,-0.0006423655431717634,10,25.690833,91.056556,West Khasi Hills,0,Rainfall,1
900.1533813476562,8.494902610778809,213.03530883789062,-0.0003496859862934798,30,25.6985,91.056611,West Khasi Hills,0,Rainfall,1
876.2713623046875,22.81083869934082,293.82171630859375,-4.445387457963079e-05,10,25.699306,91.055556,West Khasi Hills,0,Rainfall,1
852.1597900390625,13.687079429626465,278.4809875488281,0.004354333970695734,10,25.698667,91.054778,West Khasi Hills,0,Rainfall,1
974.6058959960938,17.274608612060547,302.1354064941406,0.001266905339434743,50,25.667597,91.063169,West Khasi Hills,0,Rainfall,1
952.8375244140625,11.867270469665527,330.8861389160156,0.002165962941944599,30,25.671583,91.040889,West Khasi Hills,0,Rainfall,1
929.4450073242188,13.241047859191895,244.65170288085938,0.0013694152003154159,10,25.611361,91.022019,West Khasi Hills,0,Rainfall,1
937.6719360351562,23.870210647583008,319.4163818359375,-0.003163456916809082,50,25.629003,91.037664,West Khasi Hills,0,Rainfall,1
926.1005859375,22.399887084960938,294.4902648925781,0.002394450595602393,10,25.628361,91.037139,West Khasi Hills,0,Rainfall,1
919.1862182617188,10.896655082702637,130.6855010986328,0.002544971415773034,30,25.639417,91.044806,West Khasi Hills,0,Rainfall,1
959.703857421875,16.971546173095703,337.1972351074219,0.0009160563349723816,10,25.647514,91.055144,West Khasi Hills,0,Rainfall,1
991.4400024414062,27.5146541595459,6.994480133056641,0.004844204522669315,10,25.667472,91.066778,West Khasi Hills,0,Rainfall,1
958.2737426757812,15.299257278442383,53.39638900756836,0.002529760356992483,10,25.672167,91.066028,West Khasi Hills,0,Rainfall,1
987.0939331054688,12.81811809539795,57.3065185546875,-0.006532561033964157,30,25.672917,91.06475,West Khasi Hills,0,Rainfall,1
984.5265502929688,10.030108451843262,306.02911376953125,0.0009378585964441299,30,25.678306,91.07975,West Khasi Hills,0,Rainfall,1
1007.6229248046875,16.95109748840332,331.0947570800781,0.00883391872048378,10,25.66975,91.100222,West Khasi Hills,0,Rainfall,1
1017.1668701171875,18.438066482543945,357.64459228515625,-3.624008968472481e-05,10,25.669678,91.102908,West Khasi Hills,0,Rainfall,1
985.3563842773438,18.47953224182129,330.8593444824219,-0.0013250989140942693,10,25.671944,91.096139,West Khasi Hills,0,Rainfall,1
984.0543823242188,19.980497360229492,294.9842224121094,-0.0013700220733880997,10,25.6715,91.095233,West Khasi Hills,0,Rainfall,1
982.3457641601562,29.48974609375,282.968017578125,0.006259659305214882,10,25.670639,91.09525,West Khasi Hills,0,Rainfall,1
973.4483642578125,30.16522789001465,299.8225402832031,0.005792418494820595,10,25.670083,91.094806,West Khasi Hills,0,Rainfall,1
944.8275146484375,19.851985931396484,296.50531005859375,0.004626863170415163,30,25.667417,91.092333,West Khasi Hills,0,Rainfall,1
958.299072265625,22.244131088256836,308.2557373046875,0.0005371409934014082,10,25.667072,91.091972,West Khasi Hills,0,Rainfall,1
928.27880859375,18.94732666015625,288.83868408203125,0.0041213929653167725,10,25.666028,91.091167,West Khasi Hills,0,Rainfall,1
900.469482421875,23.953428268432617,300.1434326171875,0.0030710978899151087,50,25.664111,91.089556,West Khasi Hills,0,Rainfall,1
923.5425415039062,18.2180118560791,268.99420166015625,-0.00020383915398269892,30,25.6655,91.090556,West Khasi Hills,0,Rainfall,1
1036.8148193359375,14.229548454284668,215.76376342773438,0.004237405955791473,30,25.66675,91.121472,West Khasi Hills,0,Rainfall,1
1016.879150390625,17.765897750854492,238.92105102539062,0.0058391038328409195,10,25.668317,91.114858,West Khasi Hills,0,Rainfall,1
